time,name,country,event,gender,year
27:31.9,Geoffrey Kamworor (Ken),Kenya,10000m,male,2016
27:33.7,Zane Robertson (NZ),New Zealand,10000m,male,2016
27:33.9,Ronald Kwemoi (Ken),Kenya,10000m,male,2016
2:03:03,Kenenisa Bekele (Eth),Ethiopia,marathon,male,2016
2:03:05,Eliud Kipchoge (Ken),Kenya,marathon,male,2016
2:03:13,Wilson Kipsang (Ken),Kenya,marathon,male,2016
2:03:51,Stanley Biwott (Ken),Kenya,marathon,male,2016
2:04:24,Tesfaye Abera (Eth),Ethiopia,marathon,male,2016
2:04:33,Lemi Berhanu (Eth),Ethiopia,marathon,male,2016
2:04:46,Tsegaye Mekonnen (Eth),Ethiopia,marathon,male,2016
2:05:13,Wilson Loyanai (Ken),Kenya,marathon,male,2016
2:05:16,Sisay Lemma (Eth),Ethiopia,marathon,male,2016
2:05:21,Daniel Wanjiru (Ken),Kenya,marathon,male,2016
2:05:31,Evans Chebet (Ken),Kenya,marathon,male,2016
2:05:44,Mule Wasihun (Eth),Ethiopia,marathon,male,2016
2:05:45,Sammy Kitwara (Ken),Kenya,marathon,male,2016
2:05:47,Marius Kimutai (Ken),Kenya,marathon,male,2016
2:05:54,Laban Korir (Ken),Kenya,marathon,male,2016
2:06:07,Ezekiel Chebii (Ken),Kenya,marathon,male,2016
2:06:10,Kaan Kigen Özbilen (Tur),Turkey,marathon,male,2016
2:06:11,Marius Kipserem (Ken),Kenya,marathon,male,2016
2:06:22,Solomon Deksisa (Eth),Ethiopia,marathon,male,2016
2:06:25,Felix Kandie (Ken),Kenya,marathon,male,2016
2:06:26,Festus Talam (Ken),Kenya,marathon,male,2016
2:06:27,Geoffrey Kirui (Ken),Kenya,marathon,male,2016
2:06:40,Tadesse Abraham (Swi),Switzerland,marathon,male,2016
2:06:45,Abayneh Ayele (Eth),Ethiopia,marathon,male,2016
2:06:45,Bernard Kipyego (Ken),Kenya,marathon,male,2016
2:06:48,Mark Korir (Ken),Kenya,marathon,male,2016
2:06:51,Frederick Chepkwony (Ken),Kenya,marathon,male,2016
2:06:53,Samuel Kosgei (Ken),Kenya,marathon,male,2016
2:06:56,Feyisa Lilesa (Eth),Ethiopia,marathon,male,2016
2:06:58,Felix Kiprotich (Ken),Kenya,marathon,male,2016
2:07:11,Cybrian Kotut (Ken),Kenya,marathon,male,2016
2:07:20,Philemon Rono (Ken),Kenya,marathon,male,2016
2:07:21,Luka Kanda (Ken),Kenya,marathon,male,2016
2:07:22,Martin Kosgei (Ken),Kenya,marathon,male,2016
2:07:24,Lawrence Cherono (Ken),Kenya,marathon,male,2016
2:07:30,Asbel Kipsang (Ken),Kenya,marathon,male,2016
2:07:34,Dickson Chumba (Ken),Kenya,marathon,male,2016
2:07:37,Stephen Chemlany (Ken),Kenya,marathon,male,2016
2:07:39,Victor Kipchirchir (Ken),Kenya,marathon,male,2016
2:07:46,Ghirmay Ghebreslassie (Eri),Eritrea,marathon,male,2016
01:42.5,Amel Tuka (Bosnia Herzegovina),Bosnia,800m,male,2015
01:42.7,Nijel Amos (Botswana),Botswana,800m,male,2015
01:43.0,Ayanleh Souleiman (Djibouti),Djibouti,800m,male,2015
01:43.3,Boris Berian (US),United States,800m,male,2015
01:43.5,Adam Kszczot (Poland),Poland,800m,male,2015
01:43.6,Mohamed Aman (Ethiopia),Ethiopia,800m,male,2015
01:43.6,Robert Biwott (Kenya),Kenya,800m,male,2015
01:43.6,David Rudisha (Kenya),Kenya,800m,male,2015
01:43.6,Ferguson Cheruiyot (Kenya),Kenya,800m,male,2015
01:43.7,Marcin Lewandowski (Poland),Poland,800m,male,2015
01:43.8,Abdulrahman Musaeb Balla (Qatar),Qatar,800m,male,2015
01:43.9,Pierre-Ambroise Bosse (France),France,800m,male,2015
01:43.9,Job Kinyor (Kenya),Kenya,800m,male,2015
01:44.1,Alfred Kipketer (Kenya),Kenya,800m,male,2015
01:44.1,Antoine Gakeme (Burundi),Burundi,800m,male,2015
01:44.2,Taoufik Makhloufi (Algeria),Algeria,800m,male,2015
01:44.4,Asbel Kiprop (Kenya),Kenya,800m,male,2015
01:44.5,Edwin Melly (Kenya),Kenya,800m,male,2015
01:44.5,Willy Tarbei (Kenya),Kenya,800m,male,2015
01:44.5,Nick Symmonds (US),United States,800m,male,2015
01:44.6,Kipyegon Bett (Kenya),Kenya,800m,male,2015
01:44.6,Jackson Kivuva (Kenya),Kenya,800m,male,2015
01:44.6,Matthew Centrowitz (US),United States,800m,male,2015
01:44.6,Nader Belhanbel (Morocco),Morocco,800m,male,2015
01:44.8,Erik Sowinski (US),United States,800m,male,2015
01:44.9,Casimir Loxsom (US),United States,800m,male,2015
01:45.0,Jeff Riseley (Australia),Australia,800m,male,2015
01:44.9,Nicholas Kipkoech (Kenya),Kenya,800m,male,2015
01:45.1,Giordano Benedetti (Italy),Italy,800m,male,2015
01:45.0,Jonathan Kitilit (Kenya),Kenya,800m,male,2015
01:45.0,Timothy Kitum (Kenya),Kenya,800m,male,2015
01:45.2,Amine El Manaoui (Morocco),Morocco,800m,male,2015
01:45.2,Artur Kuciapski (Poland),Poland,800m,male,2015
01:45.2,Leo Manzano (US),United States,800m,male,2015
01:45.3,Kevin López (Spain),Spain,800m,male,2015
01:45.3,Thijmen Kupers (Holland),Holland,800m,male,2015
01:45.2,Fredrick Korir (Kenya),Kenya,800m,male,2015
01:45.2,Patrick Kiprotich Rono (Kenya),Kenya,800m,male,2015
01:45.3,Abraham Rotich (Bahrain),Bahrain,800m,male,2015
01:45.4,Alex Rowe (Australia),Australia,800m,male,2015
03:26.7,Asbel Kiprop (Kenya),Kenya,1500m,male,2015
03:28.7,Taoufik Makhloufi (Algeria),Algeria,1500m,male,2015
03:28.8,Abdelaati Iguider (Morocco),Morocco,1500m,male,2015
03:28.9,Mo Farah (Great Britain),Great Britain,1500m,male,2015
03:29.7,Nick Willis (New Zealand),New Zealand,1500m,male,2015
03:29.7,Elijah Manangoi (Kenya),Kenya,1500m,male,2015
03:30.1,Robert Biwott (Kenya),Kenya,1500m,male,2015
03:30.1,Silas Kiplagat (Kenya),Kenya,1500m,male,2015
03:30.2,Ayanleh Souleiman (Djibouti),Djibouti,1500m,male,2015
03:30.3,Aman Wote (Ethiopia),Ethiopia,1500m,male,2015
03:30.3,Collins Cheboi (Kenya),Kenya,1500m,male,2015
03:30.4,Matthew Centrowitz (US),United States,1500m,male,2015
03:30.4,Ronald Kwemoi (Kenya),Kenya,1500m,male,2015
03:31.8,James Magut (Kenya),Kenya,1500m,male,2015
03:32.7,İlham Tanui Özbilen (Turkey),Turkey,1500m,male,2015
03:32.8,Henrik Ingebrigtsen (Norway),Norway,1500m,male,2015
03:33.0,Evan Jager (US),United States,1500m,male,2015
03:33.5,Sadik Mikhou (Morocco),Morocco,1500m,male,2015
03:34.0,Mourad Amdouni (France),France,1500m,male,2015
03:34.1,Garrett Heath (US),United States,1500m,male,2015
03:34.1,Homiyu Tesfaye (Germany),Germany,1500m,male,2015
03:34.2,Charles Philibert-Thiboutot (Canada),Canada,1500m,male,2015
03:34.3,Jakub Holuša (Czech Republic),Czech Republic,1500m,male,2015
03:34.3,Yassine Bensghir (Morocco),Morocco,1500m,male,2015
03:34.5,Fouad El Kaam (Morocco),Morocco,1500m,male,2015
03:34.5,Kyle Merber (US),United States,1500m,male,2015
03:34.6,Bethwel Birgen (Kenya),Kenya,1500m,male,2015
03:34.8,Chris O’Hare (Great Britain),Great Britain,1500m,male,2015
03:34.9,Timothy Cheruiyot (Kenya),Kenya,1500m,male,2015
03:34.9,Vincent Kibet (Kenya),Kenya,1500m,male,2015
03:35.0,Ronald Musagala (Uganda),Uganda,1500m,male,2015
03:35.1,Benson Seurei (Bahrain),Bahrain,1500m,male,2015
03:35.2,Hillary Maiyo (Kenya),Kenya,1500m,male,2015
03:35.3,Hillary Ngetich (Kenya),Kenya,1500m,male,2015
03:35.3,Ben Blankenship (US),United States,1500m,male,2015
03:35.3,Nixon Chepseba (Kenya),Kenya,1500m,male,2015
03:35.3,Charlie Grice (Great Britain),Great Britain,1500m,male,2015
03:35.3,Anthony Kiptoo (Kenya),Kenya,1500m,male,2015
03:35.4,Cory Leslie (US),United States,1500m,male,2015
03:35.0,Nate Brannen (Canada),Canada,1500m,male,2015
07:58.8,Jairus Birech (Kenya),Kenya,3000m Steeplechase,male,2015
08:00.5,Evan Jager (US),United States,3000m Steeplechase,male,2015
08:01.7,Ezekiel Kemboi (Kenya),Kenya,3000m Steeplechase,male,2015
08:05.2,Conseslus Kipruto (Kenya),Kenya,3000m Steeplechase,male,2015
08:10.1,Brimin Kipruto (Kenya),Kenya,3000m Steeplechase,male,2015
08:10.2,Paul K. Koech (Kenya),Kenya,3000m Steeplechase,male,2015
08:11.6,Jonathan Ndiku (Kenya),Kenya,3000m Steeplechase,male,2015
08:12.7,Clement Kemboi (Kenya),Kenya,3000m Steeplechase,male,2015
08:13.1,Hillary Yego (Kenya),Kenya,3000m Steeplechase,male,2015
08:13.4,Donn Cabral (US),United States,3000m Steeplechase,male,2015
08:14.1,Dan Huling (US),United States,3000m Steeplechase,male,2015
08:14.8,John Koech (Bahrain),Bahrain,3000m Steeplechase,male,2015
08:15.7,Bernard Nganga (Kenya),Kenya,3000m Steeplechase,male,2015
08:16.5,Hicham Sigueni (Morocco),Morocco,3000m Steeplechase,male,2015
08:16.6,Brahim Taleb (Morocco),Morocco,3000m Steeplechase,male,2015
08:18.1,Andy Bayer (US),United States,3000m Steeplechase,male,2015
08:18.4,Yoann Kowal (France),France,3000m Steeplechase,male,2015
08:18.5,Ilgizar Safiulin (Russia),Russia,3000m Steeplechase,male,2015
08:18.5,Lawrence Kemboi (Kenya),Kenya,3000m Steeplechase,male,2015
08:18.6,Matt Hughes (Canada),Canada,3000m Steeplechase,male,2015
08:18.8,Hamid Ezzine (Morocco),Morocco,3000m Steeplechase,male,2015
08:19.3,Nicholas Bett (Kenya),Kenya,3000m Steeplechase,male,2015
08:19.3,Amor Benyahia (Tunisia),Tunisia,3000m Steeplechase,male,2015
08:19.9,Roberto Alaiz (Spain),Spain,3000m Steeplechase,male,2015
08:19.9,Taylor Milne (Canada),Canada,3000m Steeplechase,male,2015
08:20.4,Abel Mutai (Kenya),Kenya,3000m Steeplechase,male,2015
08:21.2,Bilal Tabti (Algeria),Algeria,3000m Steeplechase,male,2015
08:21.2,Krystian Zalewski (Poland),Poland,3000m Steeplechase,male,2015
08:21.6,Tarik Langat Akdag (Turkey),Turkey,3000m Steeplechase,male,2015
08:21.8,Fernando Carro (Spain),Spain,3000m Steeplechase,male,2015
08:21.9,Mitko Tsenov (Bulgaria),Bulgaria,3000m Steeplechase,male,2015
08:21.9,Barnabas Kipyego (Kenya),Kenya,3000m Steeplechase,male,2015
08:22.1,Abraham Kibiwot (Kenya),Kenya,3000m Steeplechase,male,2015
08:22.4,Sebastián Martos (Spain),Spain,3000m Steeplechase,male,2015
08:22.5,Victor García (Spain),Spain,3000m Steeplechase,male,2015
08:22.5,Halil Akkas (Turkey),Turkey,3000m Steeplechase,male,2015
08:23.0,Hillary Kemboi (Kenya),Kenya,3000m Steeplechase,male,2015
08:22.9,Tolosa Nurgi (Ethiopia),Ethiopia,3000m Steeplechase,male,2015
08:23.0,Nikolay Chavkin (Russia),Russia,3000m Steeplechase,male,2015
08:23.9,Stanley Kebenei (US),United States,3000m Steeplechase,male,2015
12:54.0,Yomif Kejelcha (Ethiopia),Ethiopia,5000m,male,2015
12:54.7,Hagos Gebrhiwet (Ethiopia),Ethiopia,5000m,male,2015
12:58.7,Paul Tanui (Kenya),Kenya,5000m,male,2015
12:59.0,Imane Merga (Ethiopia),Ethiopia,5000m,male,2015
12:59.2,Abdelaati Iguider (Morocco),Morocco,5000m,male,2015
12:59.7,Thomas Longosiwa (Kenya),Kenya,5000m,male,2015
13:00.3,Muktar Edris (Ethiopia),Ethiopia,5000m,male,2015
13:00.3,Ali Kaya (Turkey),Turkey,5000m,male,2015
13:00.5,Dejen Gebremeskel (Ethiopia),Ethiopia,5000m,male,2015
13:05.3,Caleb Ndiku (Kenya),Kenya,5000m,male,2015
13:05.5,Yenew Alamirew (Ethiopia),Ethiopia,5000m,male,2015
13:05.5,Ben True (US),United States,5000m,male,2015
13:05.6,Ilias Fifa (Spain),Spain,5000m,male,2015
13:05.7,Ryan Hill (US),United States,5000m,male,2015
13:06.1,Bashir Abdi (Belgium),Belgium,5000m,male,2015
13:06.7,Albert Rop (Bahrain),Bahrain,5000m,male,2015
13:07.3,Eric Jenkins (US),United States,5000m,male,2015
13:07.3,Isiah Koech (Kenya),Kenya,5000m,male,2015
13:07.7,Paul K. Koech (Kenya),Kenya,5000m,male,2015
13:08.4,Galen Rupp (US),United States,5000m,male,2015
13:08.4,Suguru Osako (Japan),Japan,5000m,male,2015
13:08.6,Emmanuel Kipsang (Kenya),Kenya,5000m,male,2015
13:10.0,Mo Ahmed (Canada),Canada,5000m,male,2015
13:10.4,Hassan Mead (US),United States,5000m,male,2015
13:10.5,Thomas Farrell (Great Britain),Great Britain,5000m,male,2015
13:10.7,Yasin Haji (Ethiopia),Ethiopia,5000m,male,2015
13:10.7,Phillip Kipyeko (Uganda),Uganda,5000m,male,2015
13:10.8,Bernard Kimani (Kenya),Kenya,5000m,male,2015
13:10.9,Richard Ringer (Germany),Germany,5000m,male,2015
13:11.4,Stephen Mokoka (South Africa),South Africa,5000m,male,2015
13:11.8,Mo Farah (Great Britain),Great Britain,5000m,male,2015
13:12.0,Sindre Buraas (Norway),Norway,5000m,male,2015
13:12.0,Edwin Soi (Kenya),Kenya,5000m,male,2015
13:12.6,Tetsuya Yoroizaka (Japan),Japan,5000m,male,2015
13:13.2,Jonathan Ndiku (Kenya),Kenya,5000m,male,2015
13:13.2,Abadi Embaye (Ethiopia),Ethiopia,5000m,male,2015
13:13.3,Geoffrey Kamworor (Kenya),Kenya,5000m,male,2015
13:13.7,Hiram Ngatia (Kenya),Kenya,5000m,male,2015
13:13.9,Othmane El Goumri (Morocco),Morocco,5000m,male,2015
13:14.0,Abrar Osman (Eritrea),Eritrea,5000m,male,2015
26:51.0,Mo Farah (Great Britain),Great Britain,10000m,male,2015
26:51.9,Paul Tanui (Kenya),Kenya,10000m,male,2015
26:52.7,Geoffrey Kamworor (Kenya),Kenya,10000m,male,2015
27:04.8,Bedan Karoki (Kenya),Kenya,10000m,male,2015
27:07.5,Cam Levins (Canada),Canada,10000m,male,2015
27:08.9,Galen Rupp (US),United States,10000m,male,2015
27:17.2,Muktar Edris (Ethiopia),Ethiopia,10000m,male,2015
27:17.6,Imane Merga (Ethiopia),Ethiopia,10000m,male,2015
27:17.9,Geoffrey Kirui (Kenya),Kenya,10000m,male,2015
27:18.9,Mosinet Geremew (Ethiopia),Ethiopia,10000m,male,2015
27:19.3,Adugna Takele (Ethiopia),Ethiopia,10000m,male,2015
27:20.5,Tebalu Zawude (Ethiopia),Ethiopia,10000m,male,2015
27:22.1,William Sitonik (Kenya),Kenya,10000m,male,2015
27:22.3,Emmanuel Bett (Kenya),Kenya,10000m,male,2015
27:22.6,Tamirat Tola (Ethiopia),Kenya,10000m,male,2015
27:22.9,Leul Gebrselassie (Ethiopia),Ethiopia,10000m,male,2015
27:24.1,Ali Kaya (Turkey),Turkey,10000m,male,2015
27:25.0,El Hassan El Abbassi (Bahrain),Bahrain,10000m,male,2015
27:26.9,Johana Maina (Kenya),Kenya,10000m,male,2015
27:27.6,Leonard Barsoton (Kenya),Kenya,10000m,male,2015
27:27.6,Joshua Cheptegei (Uganda),Uganda,10000m,male,2015
27:29.7,Kota Murayama (Japan),Japan,10000m,male,2015
27:29.7,Tetsuya Yoroizaka (Japan),Japan,10000m,male,2015
27:30.5,Diego Estrada (US),United States,10000m,male,2015
27:31.5,Titus Mbishei (Kenya),Kenya,10000m,male,2015
27:33.0,Hassan Mead (US),United States,10000m,male,2015
27:33.5,Vincent Yator (Kenya),Kenya,10000m,male,2015
27:33.8,Azmeraw Mengistu (Ethiopia),Ethiopia,10000m,male,2015
27:35.5,John Maina (Kenya),Kenya,10000m,male,2015
27:38.9,Teressa Nyakora (Ethiopia),Ethiopia,10000m,male,2015
27:39.7,Timothy Toroitich (Uganda),Uganda,10000m,male,2015
27:39.8,Bernard Kimani (Kenya),Kenya,10000m,male,2015
27:40.0,Kenta Murayama (Japan),Japan,10000m,male,2015
27:40.2,Josphat Bett (Kenya),Kenya,10000m,male,2015
27:40.6,Jonathan Ndiku (Kenya),Kenya,10000m,male,2015
27:40.8,Nuguse Hirsuato (Ethiopia),Ethiopia,10000m,male,2015
27:41.7,Abrar Osman (Eritrea),Eritrea,10000m,male,2015
27:41.7,Hiram Ngatia (Kenya),Kenya,10000m,male,2015
27:42.1,Rodgers Chumo (Kenya),Kenya,10000m,male,2015
27:42.6,Andy Vernon (Great Britain),Great Britain,10000m,male,2015
2:04:00,Eliud Kipchoge (Kenya),Kenya,marathon,male,2015
2:04:47,Wilson Kipsang (Kenya),Kenya,marathon,male,2015
2:05:21,Eliud Kiptanui (Kenya),Kenya,marathon,male,2015
2:05:28,Hayle Lemi (Ethiopia),Ethiopia,marathon,male,2015
2:05:49,Mark Korir (Kenya),Kenya,marathon,male,2015
2:05:50,Dennis Kimetto (Kenya),Kenya,marathon,male,2015
2:05:52,Stephen Chebogut (Kenya),Kenya,marathon,male,2015
2:05:52,Lelisa Desisa (Ethiopia),Ethiopia,marathon,male,2015
2:05:52,Deriba Robi (Ethiopia),Ethiopia,marathon,male,2015
2:06:00,Mark Kiptoo (Kenya),Kenya,marathon,male,2015
2:06:00,Endeshaw Negesse (Ethiopia),Ethiopia,marathon,male,2015
2:06:11,Wilson Loyanai (Kenya),Kenya,marathon,male,2015
2:06:13,John Mwangangi (Kenya),Kenya,marathon,male,2015
2:06:19,Bernard Kipyego (Kenya),Kenya,marathon,male,2015
2:06:19,Moses Mosop (Kenya),Kenya,marathon,male,2015
2:06:26,Sisay Lemma (Ethiopia),Ethiopia,marathon,male,2015
2:06:33,Stephen Kiprotich (Uganda),Uganda,marathon,male,2015
2:06:33,Mathew Kisorio (Kenya),Kenya,marathon,male,2015
2:06:34,Dickson Chumba (Kenya),Kenya,marathon,male,2015
2:06:34,Lani Rutto (Kenya),Kenya,marathon,male,2015
2:06:35,Feyisa Lilesa (Ethiopia),Ethiopia,marathon,male,2015
2:06:41,Stanley Biwott (Kenya),Kenya,marathon,male,2015
2:06:47,Abera Kuma (Ethiopia),Ethiopia,marathon,male,2015
2:06:48,Alfers Lagat (Kenya),Kenya,marathon,male,2015
2:06:54,Tilahun Regassa (Ethiopia),Ethiopia,marathon,male,2015
2:06:59,Felix Kiprotich (Kenya),Kenya,marathon,male,2015
2:07:07,Felix Kandie (Kenya),Kenya,marathon,male,2015
2:07:07,Samuel Kosgei (Kenya),Kenya,marathon,male,2015
2:07:09,Bazu Worku (Ethiopia),Ethiopia,marathon,male,2015
2:07:14,Paul Lonyangata (Kenya),Kenya,marathon,male,2015
2:07:16,Abeyneh Ayele (Ethiopia),Ethiopia,marathon,male,2015
2:07:17,Lucas Rotich (Kenya),Kenya,marathon,male,2015
2:07:18,Ezekiel Chebii (Kenya),Kenya,marathon,male,2015
2:07:20,Shumi Dechasa (Bahrain),Bahrain,marathon,male,2015
2:07:20,Luka Kanda (Kenya),Kenya,marathon,male,2015
2:07:22,Peter Some (Kenya),Kenya,marathon,male,2015
2:07:25,Markos Geneti (Ethiopia),Ethiopia,marathon,male,2015
2:07:26,Birhanu Gebru (Ethiopia),Ethiopia,marathon,male,2015
2:07:33,Seboka Tola (Ethiopia),Ethiopia,marathon,male,2015
2:07:39,Masato Imai (Japan),Japan,marathon,male,2015
01:42.0,Nijel Amos (Botswana),Botswana,800m,male,2014
01:42.5,Pierre-Ambroise Bosse (France),France,800m,male,2014
01:42.8,Mohamed Aman (Ethiopia),Ethiopia,800m,male,2014
01:42.8,Ferguson Cheruiyot (Kenya),Kenya,800m,male,2014
01:43.0,David Rudisha (Kenya),Kenya,800m,male,2014
01:43.3,Asbel Kiprop (Kenya),Kenya,800m,male,2014
01:43.5,Taoufik Makhloufi (Algeria),Algeria,800m,male,2014
01:43.7,Timothy Kitum (Kenya),Kenya,800m,male,2014
01:43.7,Ayanleh Souleiman (Djibouti),Djibouti,800m,male,2014
01:43.7,Yeimer López (Cuba),Cuba,800m,male,2014
01:43.9,Duane Solomon (US),United States,800m,male,2014
01:44.0,Alfred Kipketer (Kenya),Kenya,800m,male,2014
01:44.0,Adam Kszczot (Poland),Poland,800m,male,2014
01:44.0,Abdulrahman Musaeb Bala (Qatar),Qatar,800m,male,2014
01:44.0,Marcin Lewandowski (Poland),Poland,800m,male,2014
01:44.1,Abubaker Kaki (Sudan),Sudan,800m,male,2014
01:44.3,Abdulaziz Mohamed (Saudi Arabia),Saudi Arabia,800m,male,2014
01:44.4,Alex Rowe (Australia),Australia,800m,male,2014
01:44.4,André Olivier (South Africa),South Africa,800m,male,2014
01:44.6,Job Kinyor (Kenya),Kenya,800m,male,2014
01:44.6,Erik Sowinski (US),United States,800m,male,2014
01:44.6,Wesley Vásquez (Puerto Rico),Puerto Rico,800m,male,2014
01:44.7,Robert Biwott (Kenya),Kenya,800m,male,2014
01:44.7,Anthony Chemut (Kenya),Kenya,800m,male,2014
01:44.8,Rafith Rodíguez (Colombia),Colombia,800m,male,2014
01:44.9,Jeremiah Mutai (Kenya),Kenya,800m,male,2014
01:44.9,Artur Kuciapski (Poland),Poland,800m,male,2014
01:44.9,Elijah Greer (US),United States,800m,male,2014
01:45.0,Mark English (Ireland),Ireland,800m,male,2014
01:45.1,Joshua Masikonde (Kenya),Kenya,800m,male,2014
01:45.2,Andreas Bube (Denmark),Denmark,800m,male,2014
01:45.2,Andrew Osagie (Great Britain),Great Britain,800m,male,2014
01:45.3,Ronald Musagala (Uganda),Uganda,800m,male,2014
01:45.3,Kléberson Davide (Brazil),Brazil,800m,male,2014
01:45.3,Brandon McBride (Canada),Canada,800m,male,2014
01:45.4,Nader Belhanbel (Morocco),Morocco,800m,male,2014
01:45.4,Jozef Repčík (Slovakia),Slovakia,800m,male,2014
01:45.4,Eliud Rutto (Kenya),Kenya,800m,male,2014
01:45.3,Sammy Kirongo (Kenya),Kenya,800m,male,2014
01:45.5,Evans Kipkorir (Kenya),Kenya,800m,male,2014
03:27.6,Silas Kiplagat (Kenya),Kenya,1500m,male,2014
03:28.5,Asbel Kiprop (Kenya),Kenya,1500m,male,2014
03:28.8,Ronald Kwemoi (Kenya),Kenya,1500m,male,2014
03:29.6,Ayanleh Souleiman (Djibouti),Djibouti,1500m,male,2014
03:29.8,Abdelaati Iguider (Morocco),Morocco,1500m,male,2014
03:29.9,Aman Wote (Ethiopia),Ethiopia,1500m,male,2014
03:29.9,Nick Willis (New Zealand),New Zealand,1500m,male,2014
03:30.4,Taoufik Makhloufi (Algeria),Algeria,1500m,male,2014
03:30.6,James Magut (Kenya),Kenya,1500m,male,2014
03:31.0,Leo Manzano (US),United States,1500m,male,2014
03:31.1,Matthew Centrowitz (US),United States,1500m,male,2014
03:31.2,Bethwel Birgen (Kenya),Kenya,1500m,male,2014
03:31.5,Henrik Ingebrigtsen (Norway),Norway,1500m,male,2014
03:32.0,Vincent Kibet (Kenya),Kenya,1500m,male,2014
03:32.0,Homiyu Tesfaye (Germany),Germany,1500m,male,2014
03:32.0,Collins Cheboi (Kenya),Kenya,1500m,male,2014
03:32.1,İlham Tanui Özbilen (Turkey),Turkey,1500m,male,2014
03:32.8,Mekonnen Gebremedhin (Ethiopia),Ethiopia,1500m,male,2014
03:33.3,Johan Cronje (South Africa),South Africa,1500m,male,2014
03:33.5,Sadik Mikhou (Morocco),Morocco,1500m,male,2014
03:34.2,Galen Rupp (US),United States,1500m,male,2014
03:34.2,Zane Robertson (New Zealand),New Zealand,1500m,male,2014
03:34.2,Benson Seurei (Bahrain),Bahrain,1500m,male,2014
03:34.3,Will Leer (US),United States,1500m,male,2014
03:34.5,Pieter-Jan Hannes (Belgium),Belgium,1500m,male,2014
03:34.5,Florian Orth (Germany),Germany,1500m,male,2014
03:34.6,Nixon Chepseba (Kenya),Kenya,1500m,male,2014
03:34.7,Fouad El Kaam (Morocco),Morocco,1500m,male,2014
03:34.8,Yassine Bensghir (Morocco),Morocco,1500m,male,2014
03:34.9,Timo Benitz (Germany),Germany,1500m,male,2014
03:35.0,Abiyot Abinet (Ethiopia),Ethiopia,1500m,male,2014
03:35.1,Chris O’Hare (Great Britain),Great Britain,1500m,male,2014
03:35.0,Elijah Manangoi (Kenya),Kenya,1500m,male,2014
03:35.0,Mohamed Moustaoui (Morocco),Morocco,1500m,male,2014
03:35.1,Tesfaye Cheru (Ethiopia),Ethiopia,1500m,male,2014
03:35.3,Jakub Holuša (Czech Republic),Czech Republic,1500m,male,2014
03:35.3,*Pat Casey (US),United States,1500m,male,2014
03:35.3,Mahiedine Mekhissi (France),France,1500m,male,2014
03:35.5,Jake Wightman (Great Britain),Great Britain,1500m,male,2014
03:35.5,Florian Carvalho (France),France,1500m,male,2014
07:58.4,Jairus Birech (Kenya),Kenya,3000m Steeplechase,male,2014
08:03.2,Mahiedine Mekhissi (France),France,3000m Steeplechase,male,2014
08:04.1,Ezekiel Kemboi (Kenya),Kenya,3000m Steeplechase,male,2014
08:04.6,Brimin Kipruto (Kenya),Kenya,3000m Steeplechase,male,2014
08:04.7,Evan Jager (US),United States,3000m Steeplechase,male,2014
08:05.5,Paul K. Koech (Kenya),Kenya,3000m Steeplechase,male,2014
08:09.1,Hillary Yego (Kenya),Kenya,3000m Steeplechase,male,2014
08:09.8,Conseslus Kipruto (Kenya),Kenya,3000m Steeplechase,male,2014
08:10.4,Jonathan Ndiku (Kenya),Kenya,3000m Steeplechase,male,2014
08:11.9,Gilbert Kirui (Kenya),Kenya,3000m Steeplechase,male,2014
08:12.8,Matt Hughes (Canada),Canada,3000m Steeplechase,male,2014
08:14.3,Hamid Ezzine (Morocco),Morocco,3000m Steeplechase,male,2014
08:15.0,Bernard Nganga (Kenya),Kenya,3000m Steeplechase,male,2014
08:15.5,Brahim Taleb (Morocco),Morocco,3000m Steeplechase,male,2014
08:15.6,Dan Huling (US),United States,3000m Steeplechase,male,2014
08:15.8,Abel Mutai (Kenya),Kenya,3000m Steeplechase,male,2014
08:16.2,Krystian Zalewski (Poland),Poland,3000m Steeplechase,male,2014
08:17.0,Clement Kemboi (Kenya),Kenya,3000m Steeplechase,male,2014
08:17.0,Barnabas Kipyego (Kenya),Kenya,3000m Steeplechase,male,2014
08:17.3,Ali Abubaker Kamal (Qatar),Qatar,3000m Steeplechase,male,2014
08:17.4,Víctor García (Spain),Spain,3000m Steeplechase,male,2014
08:18.3,Sebastián Martos (Spain),Spain,3000m Steeplechase,male,2014
08:19.0,Haron Lagat (Kenya),Kenya,3000m Steeplechase,male,2014
08:19.6,Lawrence Kemboi (Kenya),Kenya,3000m Steeplechase,male,2014
08:20.0,John Koech (Kenya),Kenya,3000m Steeplechase,male,2014
08:20.0,Donn Cabral (US),United States,3000m Steeplechase,male,2014
08:20.3,Ilgizar Safiulin (Russia),Russia,3000m Steeplechase,male,2014
08:20.8,Jacob Araptany (Uganda),Uganda,3000m Steeplechase,male,2014
08:20.9,Mitko Tsenov (Bulgaria),Bulgaria,3000m Steeplechase,male,2014
08:20.9,Jaouad Chemlal (Morocco),Morocco,3000m Steeplechase,male,2014
08:21.8,Marvin Blanco (Venezuela),Venezuela,3000m Steeplechase,male,2014
08:22.4,Mateusz Demczyszak (Poland),Poland,3000m Steeplechase,male,2014
08:22.5,Titus Kibiego (Kenya),Kenya,3000m Steeplechase,male,2014
08:22.8,James Wilkinson (Great Britain),Great Britain,3000m Steeplechase,male,2014
